起点ID,起点类型,关系名称,终点ID,终点类型,示例
20fdc8052accfa0f,作者实体,创作,330cfc1476ad,诗文实体,苏轼 → 创作 → 临江仙·送钱穆父
abd1c0467a429725,作者实体,创作,38871dbf575d,诗文实体,唐珙 → 创作 → 题龙阳县青草湖
23c0589212945272,作者实体,创作,85e93138ed65,诗文实体,纳兰性德 → 创作 → 木兰花·拟古决绝词柬友
6453963910204781,作者实体,创作,4a96c8287eb5,诗文实体,佚名 → 创作 → 越人歌
b512647e6bfc6bf2,作者实体,创作,826758a2d666,诗文实体,唐寅 → 创作 → 一剪梅·雨打梨花深闭门
20fdc8052accfa0f,作者实体,创作,b8148e70fea6,诗文实体,苏轼 → 创作 → 望江南·超然台作
2e92d630d57b930a,作者实体,创作,bd4224133394,诗文实体,元稹 → 创作 → 离思五首·其四
d0f9c3482ddf79bb,作者实体,创作,098e88b62d38,诗文实体,辛弃疾 → 创作 → 贺新郎·甚矣吾衰矣
a6d8a1ee3205c49c,作者实体,创作,c5ce0ac560ea,诗文实体,范成大 → 创作 → 车遥遥篇
7aa4ba2fcda7016f,作者实体,创作,79730f08af17,诗文实体,刘过 → 创作 → 唐多令·芦叶满汀洲
e2f5c16b63310f11,作者实体,创作,52940038c6ee,诗文实体,贯休 → 创作 → 献钱尚父
dfc1cfc293757d00,作者实体,创作,bb8a03a5d0c5,诗文实体,杜荀鹤 → 创作 → 小松
293040fc607f40ca,作者实体,创作,169ff9fbafcb,诗文实体,李白 → 创作 → 三五七言
20fdc8052accfa0f,作者实体,创作,567fcf6ffefb,诗文实体,苏轼 → 创作 → 江城子·乙卯正月二十日夜记梦
5d7e379ac8cd6289,作者实体,创作,de2ba4e71def,诗文实体,白居易 → 创作 → 梦微之
c35572fca237617b,作者实体,创作,cbbb4bd0d351,诗文实体,黄庭坚 → 创作 → 寄黄几复
81d0662f476a4886,作者实体,创作,475f8e88862c,诗文实体,欧阳修 → 创作 → 玉楼春·尊前拟把归期说
293040fc607f40ca,作者实体,创作,170df91879a2,诗文实体,李白 → 创作 → 清平调·其一
274513e0ef9d9d11,作者实体,创作,a2b349dd32e8,诗文实体,温庭筠 → 创作 → 新添声杨柳枝词二首
293040fc607f40ca,作者实体,创作,837510c0a7c4,诗文实体,李白 → 创作 → 把酒问月·故人贾淳令予问之
20fdc8052accfa0f,作者实体,创作,fc41cc295b54,诗文实体,苏轼 → 创作 → 和董传留别
dd5d4c33d8c4c12a,作者实体,创作,8ca2131b3450,诗文实体,王昌龄 → 创作 → 送柴侍御
40b647076ee1d275,作者实体,创作,6650a905deea,诗文实体,孟郊 → 创作 → 登科后
a35aad4bb88e02e2,作者实体,创作,e07317133df0,诗文实体,刘禹锡 → 创作 → 酬乐天咏老见示
20fdc8052accfa0f,作者实体,创作,eafb4ea8a749,诗文实体,苏轼 → 创作 → 春宵
20fdc8052accfa0f,作者实体,创作,31bc973d596d,诗文实体,苏轼 → 创作 → 和子由渑池怀旧
7ed2da0d1c2553c6,作者实体,创作,0a65b1091d79,诗文实体,郑思肖 → 创作 → 寒菊
a2c9143b08ee3e71,作者实体,创作,d096804a25ff,诗文实体,李之仪 → 创作 → 卜算子·我住长江头
23c0589212945272,作者实体,创作,9008400cbb8c,诗文实体,纳兰性德 → 创作 → 浣溪沙·残雪凝辉冷画屏
d4c00df8a751e1e3,作者实体,创作,c439b578d976,诗文实体,徐再思 → 创作 → 蟾宫曲·春情
293040fc607f40ca,作者实体,创作,6983ce743726,诗文实体,李白 → 创作 → 上李邕
2af0e74c74481fc3,作者实体,创作,e83cadaaf394,诗文实体,秦观 → 创作 → 鹊桥仙·纤云弄巧
20fdc8052accfa0f,作者实体,创作,8f95ec72af42,诗文实体,苏轼 → 创作 → 浣溪沙·细雨斜风作晓寒
d0f9c3482ddf79bb,作者实体,创作,1da16040c5e0,诗文实体,辛弃疾 → 创作 → 鹧鸪天·代人赋
2af0e74c74481fc3,作者实体,创作,8cd9a96daaa4,诗文实体,秦观 → 创作 → 浣溪沙·漠漠轻寒上小楼
274513e0ef9d9d11,作者实体,创作,108ce1408715,诗文实体,温庭筠 → 创作 → 梦江南·千万恨
b3d0ab90d716e45f,作者实体,创作,2449fc7a9986,诗文实体,崔护 → 创作 → 题都城南庄
4c6293d09f74fbdb,作者实体,创作,1f5f518781f0,诗文实体,李益 → 创作 → 写情
d0f9c3482ddf79bb,作者实体,创作,51aa3a553057,诗文实体,辛弃疾 → 创作 → 青玉案·元夕
20fdc8052accfa0f,作者实体,创作,334152b6ba49,诗文实体,苏轼 → 创作 → 临江仙·夜归临皋
6453963910204781,作者实体,创作,4ef2774ed20a,诗文实体,佚名 → 创作 → 上邪
692a943572a316d4,作者实体,创作,3b1108c2df7b,诗文实体,黄景仁 → 创作 → 绮怀十六首·其十五
0f2226dc96ffd389,作者实体,创作,05c6c4ccf634,诗文实体,李商隐 → 创作 → 无题二首·其一
293040fc607f40ca,作者实体,创作,b6447ef32a25,诗文实体,李白 → 创作 → 南陵别儿童入京
07d9cc211bb0b828,作者实体,创作,c69e5720e858,诗文实体,陆游 → 创作 → 沈园二首·其一
a374097275e57303,作者实体,创作,cd7027786b98,诗文实体,王维 → 创作 → 终南别业
49d2403b99d6845a,作者实体,创作,5f9038905eb7,诗文实体,晏殊 → 创作 → 无题
e188a71cb7b7a92b,作者实体,创作,2dcf6f7cfbbc,诗文实体,李煜 → 创作 → 相见欢·林花谢了春红
9326358349a8556b,作者实体,创作,1e6e5884e818,诗文实体,高蟾 → 创作 → 金陵晚望
7595c7235c6fc8f1,作者实体,创作,43e1c0daacca,诗文实体,韦应物 → 创作 → 淮上喜会梁州故人
1f56ff157a1eedf1,作者实体,创作,e1339dc3ff03,诗文实体,林逋 → 创作 → 山园小梅二首
cf7b79488dd4aa74,作者实体,创作,3cdf14dcee4c,诗文实体,北宋·张载 → 创作 → 横渠四句
6453963910204781,作者实体,创作,2a844a2e6460,诗文实体,佚名 → 创作 → 青青陵上柏
2af0e74c74481fc3,作者实体,创作,225cb1230cb7,诗文实体,秦观 → 创作 → 八六子·倚危亭
81d0662f476a4886,作者实体,创作,fe34d4125f89,诗文实体,欧阳修 → 创作 → 玉楼春·别后不知君远近
07d9cc211bb0b828,作者实体,创作,51c560529d2a,诗文实体,陆游 → 创作 → 冬夜读书示子聿
23c0589212945272,作者实体,创作,f9a34574e44a,诗文实体,纳兰性德 → 创作 → 浣溪沙·谁念西风独自凉
be89ad4965eef177,作者实体,创作,9fedd9d41999,诗文实体,刘希夷 → 创作 → 代悲白头翁
d4c00df8a751e1e3,作者实体,创作,39ad02580f79,诗文实体,徐再思 → 创作 → 水仙子·夜雨
293040fc607f40ca,作者实体,创作,731e2a19594e,诗文实体,李白 → 创作 → 宣州谢朓楼饯别校书叔云
7ed6717fdf5af955,作者实体,创作,b7f6fef5bb0b,诗文实体,李清照 → 创作 → 一剪梅·红藕香残玉簟秋
06e2596a2748b93b,作者实体,创作,44c7047fdd94,诗文实体,吴庆坻 → 创作 → 题三十小象
293040fc607f40ca,作者实体,创作,7ae587439291,诗文实体,李白 → 创作 → 春夜宴从弟桃花园序
a057a723af7a8839,作者实体,创作,65bc4719e0b1,诗文实体,许浑 → 创作 → 咸阳城东楼
7595c7235c6fc8f1,作者实体,创作,e1c6346d4d88,诗文实体,韦应物 → 创作 → 简卢陟
d0f9c3482ddf79bb,作者实体,创作,2ee36eb2ccf7,诗文实体,辛弃疾 → 创作 → 丑奴儿·书博山道中壁
c350f72ba6fe0941,作者实体,创作,32bfa9757c62,诗文实体,黄巢 → 创作 → 不第后赋菊
5d6eba760e3dc74a,作者实体,创作,d99474e71e35,诗文实体,黄櫱禅师 → 创作 → 上堂开示颂
49d2403b99d6845a,作者实体,创作,902b7c60788a,诗文实体,晏殊 → 创作 → 蝶恋花·槛菊愁烟兰泣露
6453963910204781,作者实体,创作,32d2e7ebc423,诗文实体,佚名 → 创作 → 西洲曲
e188a71cb7b7a92b,作者实体,创作,5ac613721d19,诗文实体,李煜 → 创作 → 乌夜啼·昨夜风兼雨
20fdc8052accfa0f,作者实体,创作,4dd3bba27491,诗文实体,苏轼 → 创作 → 鹧鸪天·林断山明竹隐墙
20fdc8052accfa0f,作者实体,创作,1b22f2e35e37,诗文实体,苏轼 → 创作 → 正月二十日与潘郭二生出郊寻春忽记去年是日同至女王城作诗乃和前韵
a35aad4bb88e02e2,作者实体,创作,6c1ea9b7dd44,诗文实体,刘禹锡 → 创作 → 陋室铭
25d74e4430543e10,作者实体,创作,3264b4f8f750,诗文实体,柳永 → 创作 → 蝶恋花·伫倚危楼风细细
20fdc8052accfa0f,作者实体,创作,2e5c862589b9,诗文实体,苏轼 → 创作 → 水调歌头·黄州快哉亭赠张偓佺
49d2403b99d6845a,作者实体,创作,8cc45971b842,诗文实体,晏殊 → 创作 → 采桑子·时光只解催人老
dfc1cfc293757d00,作者实体,创作,f4508d4403b7,诗文实体,杜荀鹤 → 创作 → 赠质上人
0069df8ad565c23a,作者实体,创作,71a85f935e90,诗文实体,俞彦 → 创作 → 长相思·折花枝
20fdc8052accfa0f,作者实体,创作,f08f2f570c7d,诗文实体,苏轼 → 创作 → 定风波·南海归赠王定国侍人寓娘
8a766abf8f9b3866,作者实体,创作,68b2bf1dbf8b,诗文实体,朱敦儒 → 创作 → 西江月·世事短如春梦
34a1d5c4f2332be8,作者实体,创作,13f153478a2a,诗文实体,司马相如 → 创作 → 凤求凰
d8142b95f3936281,作者实体,创作,8a860f142c0a,诗文实体,元好问 → 创作 → 摸鱼儿·雁丘词
74615bbec31f4c93,作者实体,创作,f20c6e290a03,诗文实体,志南 → 创作 → 绝句
372613e0fcb3fa2e,作者实体,创作,16e9c75bf6d1,诗文实体,李贺 → 创作 → 南园十三首·其五
c35572fca237617b,作者实体,创作,1d9be160cf6d,诗文实体,黄庭坚 → 创作 → 水调歌头·游览
0f2226dc96ffd389,作者实体,创作,cad3c6bebe91,诗文实体,李商隐 → 创作 → 无题·重帏深下莫愁堂
5d7e379ac8cd6289,作者实体,创作,139c20ac3fb8,诗文实体,白居易 → 创作 → 浪淘沙·借问江潮与海水
256542c71e1f8888,作者实体,创作,ad6df2bf88a9,诗文实体,翁宏 → 创作 → 春残
07d9cc211bb0b828,作者实体,创作,d02a847e3a85,诗文实体,陆游 → 创作 → 病起书怀
7ed6717fdf5af955,作者实体,创作,cd236de1e210,诗文实体,李清照 → 创作 → 武陵春·春晚
c5ddc3dafd8a70e2,作者实体,创作,444df93c9bdf,诗文实体,岑参 → 创作 → 白雪歌送武判官归京
293040fc607f40ca,作者实体,创作,d50eb19399e6,诗文实体,李白 → 创作 → 渡荆门送别
a374097275e57303,作者实体,创作,12a2295aa76b,诗文实体,王维 → 创作 → 送元二使安西
dd5d4c33d8c4c12a,作者实体,创作,f433a64dd504,诗文实体,王昌龄 → 创作 → 芙蓉楼送辛渐
5d7e379ac8cd6289,作者实体,创作,b7820a12ebaa,诗文实体,白居易 → 创作 → 赋得古原草送别
